AA966,Vb,2243,EA,M45,FF 30-10-41 9MU 1-11-41 616S 15-11-41 FACB 26-1-42 VASM 11-6-42 fuel syst mods 4USAAF 12-8-42 332S 8-11-42 VASM 6-6-43 elev and rud mods RNDA 26-2-44 787S Wittering 4/22-1-44 Retd RAF at 39MU 5-5-44
AA967,Vb,2249,EA,M45,FF 31-10-41 24MU 1-11-41 403S 22-11-41 M55M install CB ops 24-2-42 308S 30-7-42 132S 19-8-43 26S 28-4-44 350S 7-5-44 501S 8-7-44 616S 1-2-45 GAL 25-5-45 M45M install 151GU 2-8-45 Reid Sigrist refurb to Portugal 28-10-47
AA968,Vc,2278,EA,M45,"LRVc FF 8-11-41 24MU 12-11-41 Westland 1-6-42 M46 install VASM fuel syst mods 21-6-42 further mods M61 install 504S CAC ops 4-5-43 ros 165S ""SK-G"" 8-7-43 AST 4-8-43 M46 install 308S 1-10-43 Engine cut forcelanded 10m E of Amsterdam 13-12-43"
AA969,Vb,2250,EA,M45,"FF 31-10-41 24MU 1-11-41 54S 2-4-42 167S 31-5-42 610S 14-10-42 131S 25-1-43 310S 30-6-43 313S 29-7-43 USAAF 22-11-43 Scottish Aviation 12-4-44 57OTU 13-8-44 577S 14-6-45 to 5596M 1PATP 11-45 Armee de l""Air 23-3-46"
AA970,Vb,2262,EA,M45,FF 31-10-41 24MU 3-11-41 312S 30-11-41 DeH 1-9-42 341S 9-3-43 crashed nr Gifford East Lothian struct fail CE 13-3-43
AA971,Vb,2261,EA,M45,FF 1-11-41 39MU 3-11-41 122S 22-11-41 242S 23-4-42 FAAC 31-5-42 Scottish Aviation crashed ff CAC 23-7-42 Scottish Aviation 45MU RNDA 4-9-42 885S Machrihanish 9-9-42 AST hook fitt 7-1-43 Lee 28-10-42 ros 7-1-43 Arbroath store pneumatic system failure swung into ditch Cat X 17-1-43 (S/L JPM Reid) 899S 3-43 ros 10-7-43 to 6-8-43 768S Abbotsinch 5-44 Hit barrier prop damaged Ravager Code 2 1-5-44 (S/L DJ Demus) Floated caught wire hit No.2 barrier Cat HY 9-2-45 (S/L J Morley)
AA972,Vb,2265,EA,M45,FF 4-11-41 39MU 6-11-41 122S 22-11-41 FACE 15-3-42 ASTH 130S 27-8-42 VASM 21-5-43 fuel syst mods wing stiff 118S 2-7-43 64S 25-9-43 611S 10-7-44 53OTU 6-8-44 FACE 30-8-44
AA973,Vb,2267,EA,M45M,"FF 5-11-41 CRD RAE 6-11-41 LOX eng boost trials 39MU 15-12-41 401S ""YO-V"" 4-1-42 133S 3-8-42 306S 22-8-42 316S 1-10-42 DeH 5-4-43 122S FAAC 4-7-43 ros 234S 15-8-43 CAC ops 19-8-43 HAL 23-8-43 for Cv 501S 24-11-43 AAEE 10-2-44 Rogue aircraft ailerons made aircraft skid at speeds in excess of 230mph 234S Hit by flak on sweep and crashed 5m N of Collinee 11-7-44"
AA974,Vb,2268,EA,M45,"FF 5-11-41 39MU 6-11-41 74S 25-11-41 232S ""EF-P"" 8-4-42 AST 8-12-42 66S 19-4-43 313S 4-7-43 HAL 11-7-43 FAAC 23-7-43 Cunliffe-Owen for Cv 24-12-43 RNAS Henstridge 11-4-44 761S 5-44 808S 6-44"
AA975,Vb,2279,EA,M45,"FF 8-11-41 24MU 12-11-41 610S ""DW-S"" 22-3-42 u/c damaged in heavy landing overshot and u/c collapsed on landing Ludham FAAC 4-5-42 recat E"
AA976,Vc,2291,EA,M45,"LFVc FF 12-11-41 24MU 27-11-41 91S ""DL-W"" 14-3-42 VASM 9-6-43 fuel syst elev and rud mods MkIII IFF S type pt bomb carrier 130S 25-1-44 222S 16-1-45 322S ""VL-B"" 7-3-45 CAC ops ros SOC 10-1-46 M45M and M46 install during service career"
AA977,Vc,2301,EA,M45,FF 15-11-41 24MU 7-12-41 Westland 27-6-42 M46 install VASM 27-7-43 fuel syst elev and rud mods MkIII IFF 340S 6-12-43 FLS 28-2-44 FACB 19-8-44 HAL 81OTU 5-5-45 Reid Sigrist 4-10-46
AA978,Vb,2283,EA,M45,FF 10-11-41 24MU 12-11-41 350S 23-2-42 CAC ops 29-5-42 ros crashed on ff 6-9-42 AST VASM 8-10-42 M46 install fuel syst mods 452S 5-7-43 275S 30-4-44 CAC ops 8-4-45 ros recat E SOC 26-3-45
AA979,Vb,2284,EA,M45,FF 11-11-41 24MU 12-11-41 129S 15-12-41 FACB 30-12-41 AST 403S 2-4-42 VASM 9-3-43 fuel syst mods wing stiff 610S 25-9-43 602S 4-3-44 118S 13-3-44 Scottish Aviation 26-9-44 M55MA install 290S 15-3-45 Reid Sigrist refurb to Portugal 17-7-47
AA980,Vc,2302,EA,M45,FF 15-11-41 5MU 27-11-41 Westland 2-6-42 M46 install R-RH 22-4-42 ? M61 install VASM 26-1-43 fuel syst mods 402S 16-5-43 Shot down off by flak from E boats off Texel CE 4-6-43 W/C L S Ford DFC killed
AA981,Vb,2292,EA,M45,FF 14-11-41 20MU 22-11-41 234S 8-12-41 Stalled on landing and u/c collapsed Tangmere CAC 24-4-42 ros Westland 30-4-42 SOC 9-5-42
AA982,Vb,2307,EA,M45,FF 17-11-41 8MU 22-11-41 457S 16-12-41 452S 23-3-42 93S 4-6-42 AST 11-11-42 65S 12-3-43 130S 31-3-43 349S 19-7-43 67GrpUSAAF 6-1-44 Scottish Aviation 12-4-44 527S 18-8-44 RWE Watton 18-4-46 sold scrap H.Bath 27-10-49
AB118,PRIV,2244,HEA,M45,FF 30-10-41 1PRU 3-11-41 542S 30-9-42 FAAC 27-10-42 140S TAF 4-2-43 HAL 11-12-43 M46 install SOC 22-4-45
AB119,PRIV,2259,HEA,M45,FF 31-10-41 1PRU 6-11-41 CAC ops 11-1-42 ros Missing from PR mission to St.Malo 18-4-42 FH76.45
AB120,PRIV,2270,HEA,M45,FF 5-11-41 1PRU 6-11-41 Missing from PR mission to Kiel 11-8-42
AB121,PRIV,2271,HEA,M45,FF 7-11-41 5MU 11-11-41 dispersal at Northolt 11-12-41 VA 3-1-42 1PRU 27-6-42 542S 30-9-42 Missing ops CE 21-10-42 SOC FH49.55
AB122,PRIV,2281,HEA,M45,FF 8-11-41 5MU 11-11-41 dispersal at Northolt 11-12-41 VA Henley 9-3-42 140S 22-6-42 CA ops 19-7-42 HAL M46 install 8OTU 7-11-42 FAAC 15-9-43 VASM 6-11-43 external pump wing oil tank SOC 16-3-45
AB123,PRIV,2282,HEA,M45,FF 8-11-41 5MU 12-11-41 VA 3-1-42 1PRU 16-4-42 542S 30-9-42 Benson 21-1-44 8OTU 2-2-44 SOC 16-11-44
AB124,PRIV,2297,HEA,M45,FF 15-11-41 5MU 18-11-41 VA 29-4-42 1PRU 24-7-42 542S 30-9-42 540S 9-1-43 8OTU 20-6-43 Missing on high altitude training flight 14-10-43 FH283.10
AB125,PRIV,2304,HEA,M45,FF 15-11-41 5MU 26-11-41 dispersal at Northolt 11-12-41 VA Henley 19-5-42 Benson 8-10-42 543S 22-1-43 Missing from PR mission to Rotterdam 10-2-43 FH23.35
AB126,PRIV,2298,HEA,M45,FF 15-11-41 8MU 17-11-41 dispersal at Northolt 11-12-41 VA 14-5-42 140S 4-7-42 FAAC 22-3-43 HAL Collided with AB305 in formation and crashed Shinglefield Berks FACE 5-8-43
AB127,PRIV,2299,HEA,M45,FF 15-11-41 8MU 18-11-41 VA Henley 27-2-42 1PRU 20-4-42 Missing from PR mission to Trondheim 10-5-42
AB128,PRIV,2300,HEA,M45,FF 15-11-41 8MU 18-11-41 VA Henley 27-2-42 1PRU 8-3-42 543S 30-9-42 Missing from PR mission to Bordeaux 28-2-43
AB129,PRIV,2318,HEA,M45,FF 20-11-41 8MU 23-12-41 VA Henley 27-2-42 1PRU 8-3-42 Missing from PR mission to Bordeaux 20-5-42 FH45.5
AB130,PRIV,2325,HEA,M45,FF 22-11-41 (Y camera) 8MU 23-11-41 1PRU 26-1-42 140S instrument fail into cloud aircraft abandoned crashed Pilt Down Sussex CE 26-8-42 SOC 31-8-42
AB131,PRIV,2326,HEA,M45,FF 22-11-41 6MU 7-12-41 1401Flt 16-2-42 222S Missing on training flight forcelanded St. Trond and captured12-4-42 FH9.55
AB132,PRIV,2342,HEA,M45,FF 26-11-41 FACB 27-2-42 HAL 542S 30-9-42 Orator aircraft 17-11-42 packed for Middle East Collided with EP387 during practice dogfight u/c torn off in forced landing nr Boulmer 12-8-44
AB133,Vb,2286,CHA,M45,"FF 11-11-41 38MU 20-11-41 65S 27-11-41 CAC ops 1-6-42 AST 602S 1-9-42 164S 11-9-42 341S 1-2-43 340S ""GW-M"" 23-3-43 222MU 24-10-43 Dromore 9-1-44 Portugal 28-1-44"
AB134,Vb,2287,CHA,M45,"FF 12-11-41 38MU 20-11-41 74S 25-11-41 232S ""EF-M"" 8-4-42 CAC 15-4-42 Shot down by Fw190 Dieppe 19-8-42 Sgt K G Walker killed"
AB135,Vb,2288,CHA,M45,FF 12-11-41 38MU 21-11-41 317S 7-12-41 CB ops 7-3-42 Westland 504S 14-9-42 FACE 27-9-42 FH20.20 Shorts Harland 15-10-42 recat E 19-10-42
AB136,Vb,2293,CHA,M45,FF 14-11-41 38MU 20-11-41 SS441 20-3-42 Malta 1-7-42 145S damaged ops 21-9-42 Damaged by Me202 and abandoned on sweep over Tunisia 18-3-43
AB137,Vb,2305,CHA,M45,FF 15-11-41 38MU 27-11-41 131S 11-12-41 Taxied into vehicle on peritrack Valley 2-4-42 ros major repair CE 24-4-42
AB138,Vb,2294,CHA,M45,FF 15-11-41 33MU 18-11-41 457S 5-12-41 452S 23-3-42 93S 4-6-42 FAAC 17-9-42 VASM 24-3-43 fuel syst elev and rud mods MkIII IFF bomb carrier 316S 22-11-43 63S 1-5-44 AST 9-6-44 631S 21-6-45 Landed with u/c unlocked collapsed on landing Llanbedr FAAC 2-8-45 recat E SOC 16-8-45
AB139,Vc,2331,CHA,M45,"FF 23-11-41 33MU 30-11-41 Westland 5-5-42 M46 install VASM 13-6-42 fuel syst mods MacLaren Heston 1-6-43 mods HAL 28-10-44 CGS 23-3-45 to 5589M 1PATP 11-45 Armee de l""Air 16-8-46"
AB140,Vb,2311,CHA,M45,"FF 19-11-41 33MU 25-11-41 457S 16-12-41 452S 23-3-42 93S 4-6-42 Scottish Aviation 9-8-42 VASM 3-4-43 fuel syst mods wing stiff 66S 25-7-43 340S ""GW-E"" 15-11-43 239S 16-2-44 63S 13-3-44 AST 14-3-44 57OTU 6-2-45 595S 21-6-45 to 5590M 1PATP 11-45 Armee de l""Air 16-3-46"
AB141,Vb,2312,CHA,M45M,FF 20-11-41 39MU 23-11-41 504S 4-1-42 Shorts Harland 9-4-42 401S 12-3-43 CA ops recat E 350S 9-10-43 322S 11-1-44 FAAC 28-2-44 ros 26S 10-6-44 Bounced on landing overshot into soft ground and overturned A.56 Granville FACE 19-9-44
AB142,Vb,2313,CHA,M45,FF 20-11-41 6MU 27-11-41 457S 16-12-41 452S 3-1-42 93S 4-6-42 FACA 12-6-42 ros 131S 16-2-43 310S 3-7-43 313S 31-7-43 52OTU 31-1-44 FLS Millfield 10-2-44 57OTU 12-10-44 SOC 29-11-45
AB143,Vb,2317,HPA,M45,LRVb FF 20-11-41 39MU 25-11-41 123S 10-1-42 167S 10-4-42 165S 27-5-42 FACB 4-6-42 Scottish Aviation VASM 14-5-43 fuel syst mods wing stiff 118S 29-6-43 64S 25-9-43 Missing from low level attack nr Hennebont 26-7-44
AB144,Vb,2310,HPA,M45,FF 19-11-41 39MU 25-11-41 603S 11-12-41 332S 8-4-42 FAAC 21-5-42 222S 2-9-42 air collision with AR274 crashed Dreghorn Ayrshire CE 8-1-43 FH266.40
AB145,Vb,2322,HPA,M45,FF 21-11-41 37MU 27-11-41 82MU 20-2-42 SS437 11-3-42 Malta 1-7-42 206S Crashed on take-off Ben Gardane North 20-4-43
AB146,Vb,2323,HPA,M45,FF 22-11-41 37MU 27-11-41 82MU 20-2-42 SS437 11-3-42 Malta 1-7-42 206S SOC 27-9-42
AB147,Vb,2324,HPA,M45,FF 22-11-41 37MU 26-11-41 82MU 27-2-42 Takoradi 15-3-42 Malta 1-7-42 CE SOC 13-9-45
AB148,Vb,2334,HPA,M45,FF 25-11-41 6MU 27-11-41 457S 16-12-41 93S 4-6-42 FACB 26-7-42 AST 416S 24-1-43 abandoned after glycol leak crashed Cuckfield Sussex 16-3-43
AB149,Vb,2344,HPA,M45,FF 27-11-41 6MU 9-12-41 504S 4-1-42 engine failed takeoff wheels up landing nr Kirkistown CB 7-6-42 Shorts Harland SOC 12-6-42 FH88.00
AB150,Vb,2345,HPA,M45,FF 27-11-41 6MU 5-12-41 72S 16-12-41 VA major repair 18-4-42 Abandoned after engine cut 15m off Dunkerque 29-5-42 FH37.20 F/O B O Parker RCAF killed
AB151,Vb,2353,HPA,M45,FF 29-11-41 8MU 8-12-41 AST 15-12-41 611S 11-2-42 303S 7-5-42 engine failed force-landed nr Ossington Notts CE 1-8-42 Scottish Aviation recat E 8-9-42
AB152,Vb,2359,HPA,M45,FF 30-11-41 8MU 8-12-41 124S 16-12-41 FAAC 25-4-42 VA 124S 5-5-42 Spun into ground nr Biggin Hill CE 28-5-42 AST SOC 6-6-42 FH118.20
AB167,Vc,2306,EA,M45,FF 15-11-41 37MU 24-11-41 122S 15-3-42 FACB 18-5-42 ros AAEE trials with all copper baked QED and normal rad Former marginally superior for trop operation AAEE 8-5-43 arrived with M50 install to begin 100hr intensive fly to test the cropped supercharger impeller. These trials had started with the eng in W3228 and 14hr 10min had been completed before the Merlin was transfer to AB167. After another 62hr 55mins the eng was Cv M45M standards by removal of neg G carburetter and fuel de-aerator. force-landed during trials due to fuel starvation FAAC 4-2-44 R-RH 23-2-44 AST 7-3-44 63S 12-12-44 151RU 1-2-45 2TAF C Sqdn 3-5-45 2GSU 7-6-45 Reid Sigrist 30-8-46
AB168,Vb,2363,EA,M45,FF 30-11-41 37MU 7-12-41 82MU 27-2-42 SS437 12-3-42 Malta 1-7-42 NAfricanASC 1-11-43 Middle East 28-4-45 SOC 29-8-46
AB169,Vc,2303,EA,M45,FF 15-11-41 weather trials ros AFDU 27-12-41 FAAC 24-5-44 ros AST 19-11-44 63S 14-12-44 8OTU 13-2-45 SOC 29-11-45
AB170,Vc,2556,Super,M45,FF 4-2-42 39MU 11-2-42 91S 13-3-42 damaged ops 15-4-42 ros damaged by Spits overturned landing 23-5-42 AST M46 install VASM 28-3-43 fuel syst mods 610S 6-7-43 611S 3-8-43 DeH 17-4-44 CGS 9-10-44 Marshalls Cambridge 8-11-45 SOC
AB171,Vb,2314,EA,M45,FF 20-11-41 39MU 23-11-41 457S 11-12-41 452S 23-3-42 Crashed in forced landing nr Jurby FACE 7-5-42 AST SOC FH117.50
AB172,Vb,2308,EA,M45,FF 18-11-41 39MU 23-11-41 312S 1-12-41 struct fail at high alt pilot thrown clear crashed Otterton Devon CE 29-6-42 SOC 9-7-42
AB173,Vb,2315,EA,M45,FF 20-11-41 39MU 23-11-41 145S 9-1-42 350S 10-2-42 Damaged by Fw190s while escorting Hurricanes to Bruges abandoned 1-6-42
AB174,Vc,2319,EA,M45,FF 21-11-41 8MU 27-11-41 303S 15-3-42 FAAC 4-9-42 AST VASM 6-7-43 fuel syst elev and rud mods MkIII IFF 313S 21-10-43 144AF 25-2-44 442S 27-2-44 56OTU 30-3-44 1TEU 9-5-44 spun into ground nr Farnell Angus 9-5-44
AB175,Vb,2316,EA,M45,"FF 20-11-41 8MU 22-11-41 457S 9-12-41 452S 23-3-42 93S 4-6-42 Scottish Aviation 28-8-42 VASM 28-2-43 fuel syst mods wing stiff 308S 18-8-43 349S ""GE-U"" 29-10-43 Engine cut crashed nr Epinay 11-2-44"
AB176,VI,2386,EA,M47,FF 10-12-41 39MU 501S CRD VA 31-12-41 M47 install Malcolms White Waltham 15-2-43 RAE 31-8-44 hand trials large tailplane install 11-44 Wts and CG load carbon monoxide contam perf and cool trials. DTD for sqdn alloc. 616S 39MU 17-1-45
AB177,Vb,2384,EA,M45,FF 7-12-41 39MU 9-12-41 123S 5-1-42 167S 16-4-42 takeoff in coarse pitch hit tree crashed Scorton CE 14-5-42 SOC 19-5-42
AB178,Vc,2332,EA,M45,FF 23-11-41 39MU 25-11-41 AFDU 16-12-41 130S 2-7-42 FACB 2-9-42 AST VA 15-6-43 fuel syst mods 317S 26-8-43 312S 4-10-43 313S 25-10-43 144AF 25-2-44 441S 27-2-44 56OTU 30-3-44 Swung on landing and overturned Boulmer FACB 2-2-45 recat E SOC 15-2-45
AB179,Vb,2327,EA,M45,FF 22-11-41 39MU 25-11-41 501S 5-12-41 engine failed overturned wheels up landing nr Worth Matravers Dorset CE 25-4-42 ASTE SOC 1-5-42
AB180,Vb,2328,EA,M45M,LFLRVb FF 22-11-41 39MU 25-11-41 308S 9-12-41 316S 13-12-41 FAAC 5-1-42 VASM 18-6-42 mods 306S 27-3-43 FAAC 11-6-43 AST 350S 9-10-43 322S 1-2-44 277S 2-9-44 SOC 17-2-45
AB181,Vb,2339,EA,M45,FF 26-11-41 39MU 5-12-41 411S 10-12-41 165S 12-4-42 312S 19-9-42 FAAC 24-9-42 ros RAE 6-42 ? tail buffetting trials AST 11-5-43 Cv Seafire Ib reserialled NX943
AB182,Vc,2340,EA,M45,FF 27-11-41 33MU 30-11-41 306S 19-3-42 RAE 6-42 hand trials Missing presumed shot down by Bf109s escorting Bostons nr Caen 14-4-42 FH13.20 S/Ldr A Wczelik killed
AB183,Vb,2335,EA,M45M,FF 25-11-41 33MU 30-11-41 411S 11-12-41 CB ops 24-3-42 303S 29-7-42 CB ops 25-8-42 HAL 350S 25-8-43 FAAC 25-11-43 ros 501S 30-3-44 234S 30-4-44 CB ops 14-6-44 AST sold scrap H.Bath 27-10-49
AB184,Vb,2346,EA,M45M,FF 28-11-41 33MU 30-11-41 603S 11-12-41 332S 18-4-42 CA ops 10-8-42 ASTH 501S 29-1-43 DeH 14-11-43 26S 26-6-44 595S 18-1-45 SOC 6-9-45
AB185,Vb,2336,EA,M45,FF 25-11-41 602S 7-12-41 ros 22-2-42 457S 2-4-42 FAAC 23-5-42 ros 402S 10-7-42 350S 28-8-42 485S 18-9-42 19S 1-7-43 411S 28-8-43 FACE 21-5-44
AB186,Vb,2343,EA,M45M,"FF 27-11-41 CRD VA 1-12-41 AAEE 6-10-42 trials with enlarged elev horn balance mod improved hand M46 install 7-3-43 trials of Westland convex elev surfaces ASTE 23-3-43 M50M install AAEE 4-43 speed trials with new eng VASM 3-7-43 mods 501S ""SD-P"" 25-12-43 CAC ops 22-2-44 ros FAAC 23-3-44 ros 61OTU 13-8-44 631S 21-6-45 SOC 17-9-45"
AB187,Vb,2347,EA,M45,FF 29-11-41 129S 6-12-41 452S 1-3-42 457S Shot down by ea on sweep nr Calais - claimed by JG26 28-3-42 Sgt D I Bloomfield killed
AB188,Vc,2348,EA,M45,FF 29-11-41 609S 11-12-41 Collided with AD229 in circuit Digby FACE 22-1-42 SOC
AB189,Vb,2355,EA,M45,FF 30-11-41 33MU 5-12-41 Crosby Co 22-2-42 Middle East 1-7-43 Malta CE 13-9-45 SOC
AB190,Vb,2364,EA,M45,FF 30-11-41 6MU 5-12-41 145S 17-12-41 ros 25-1-42 616S 14-2-42 overshot night landing Wittering CB 3-4-42 AST RNAS Lee on Solent 5-9-42 885S 9-42 AST 18-9-42 hook fitt RNAS Machrihanish 10-10-42 886S u/c failed crashed on a/f Turnhouse Cat S 11-2-43 (S/L JS Oxon)
AB191,Vc,2365,EA,M45,FF 1-12-41 6MU 5-12-41 FACB 19-12-41 AST Westland 26-5-42 M46 install VASM fuel syst mods CRD RAE 21-9-42 ailerons trials AFDU 1-8-43 AAEE ailerons cables replaced by push/pull rods and cord fitt on top surface of port ailerons trials revealed improved positive feel less up-float on ailerons and more response at all attitudes 82MU 28-9-43 Empire Ortolan 6-10-43 Portugal 19-10-43
AB192,Vb,2366,EA,M45,FF 1-12-41 6MU 5-12-41 129S 26-12-41 CB ops 26-3-42 306S 4-7-42 HAL 22-8-42 136S 29-9-42 336USAAF to 4462M 7SoTT 6-5-44
AB193,Vb,2368,EA,M45,"FF 3-12-41 6MU 5-12-41 504S 6-1-42 FACB 29-9-42 Scottish Aviation VASM 20-4-43 mods 129S 1-7-43 453S ""FU-F"" 17-7-43 341S 3-11-43 52OTU 25-1-44 FLS 2-2-44 Shorts Harland 7-10-44 FCC Northolt 22-2-45 to 5443M St.Athan 9-8-45"
AB194,Vb,2369,EA,M45,FF 3-12-41 6MU 5-12-41 72S 16-12-41 FAAC 9-1-42 ros 111S 28-2-42 FAAC 15-7-42 ros 232S 15-8-42 Scottish Aviation 18-11-42 VASM 28-3-43 fuel syst mods wing stiff 402S 11-6-43 FAAC 9-8-43 ros 64S 26-10-43 HAL 6-7-44 FACB 1687Flt hit vehicle taxying Binbrook 6-4-46 recat E SOC 24-4-46
AB195,Vb,2387,EA,M45,FF 10-12-41 6MU 12-12-41 452S 28-12-41 Ditched during cannon test 1/2m SW of Beachy Head Sussex 4-1-42 SOC 24-1-42
AB196,Vc,2392,EA,M45,FF 11-12-41 CRD Contract R-RH 15-12-41 Cv IX proto M61 FF as Mk IX 27-3-42 Worthy Down 27-4-42 R-R 20-6-42 RAE 3-7-43 eng/airframe resonance trials with mock-up eng. Also M61 driving flywheel comparison tests with BR138. Both aircraft had vibrograph sessions HAL 303S 21-7-43 AST 28-7-43 308S 16-11-43 80S Damaged during practice bombing FAAC 29-5-44 AST CE 10-7-44
AB197,Vc,2377,EA,M45,FF 5-12-41 CRD Contract R-RH 7-12-41 Cv second proto FIX M60 FF as Mk IX 26-2-42 AAEE 14-5-42 M61 install as FIXC wt and CG load with 5x17.5lb ballast wts on bar nr tailwheel. Tare 5749lb takeoff 7445lb Maint trials second tests 12-6-42 third tests 3-8-42 fourth tests 6-7-43 fifth tests 12-7-43 Worthy Down Scottish Aviation SOC 25-4-44
AB198,Vb,2393,EA,M45,FF 11-12-41 5MU 12-12-41 134S 17-1-42 81S 4-4-42 452S 5-5-42 93S 4-6-42 303S 10-6-42 AST 5-12-42 VASM 8-3-43 fuel syst mods wing stiff 412S 18-6-43 317S 28-6-43 312S 4-10-43 306S 4-2-44 AST 18-5-44 1652CU 29-11-44 engine failed on takeoff wheels up landing Cattal nr Marston Moor CB 2-5-45 recat C SOC 14-5-45
AB199,Vb,2391,EA,M45,"FF 11-12-41 5MU 16-12-41 71S 2-2-42 damaged ops 19-8-42 VASM 6-10-42 fuel syst mods 129S 12-3-43 453S 17-7-43 341S 3-11-43 AST 11-11-43 VASM 20-11-43 M46 install USAAF 9-5-44 31st Transport Grp 9-7-44 11FU 4-1-45 1OADU 8-1-45 Armee de l""Air 19-1-45 GC2/18"
AB200,VI,2531,Super,M45,FF 26-1-42 CRD AAEE 29-1-42 M47 install. Stab. hand dives and recovery trials with normal span wing. Pilot blacked out and wings buckled during dive at 450ASI wider span wings (40ft 5in) fitt 455ASI registered and pilot suffered no ill effects. carbon monoxide contam wts and CG load positional error and altimeter trials. VA 6-6-42 cabin sealing mods. 124S North Weald 8-6-43 MMO 28-7-43 33MU 7-10-43
AB201,Vb,2398,EA,M45,"FF 13-12-41 5MU 15-12-41 65S 4-1-42 FACB 3-4-42 222S 28-8-42 64S 31-3-43 FACA 23-5-43 Cunliffe-Owen for Cv 8-12-43 RNDA 22-3-44 761S Henstridge ""G1U"" 5-44 808S 6-44 Retd RAF 12-5-45 SOC 27-9-45"
AB202,Vc,2407,EA,M45,"FF 18-12-41 8MU 24-12-41 SHQ North Weald 14-3-42 GAL 12-9-42 M46 install VA 29-5-43 322S 22-7-43 308S 30-7-43 349S ""GE-E"" 29-10-43 CB ops 25-1-44 DeH 57OTU 12-2-45 567S 7-6-45 to 5597M 23-8-45 1PATP 11-45 Armee de l""Air 26-3-46"
AB203,Vb,2399,EA,M45M,FF 13-12-41 8MU 15-12-41 123S 29-12-41 167S 17-4-42 165S 29-5-42 65S 23-9-42 232S 2-10-42 Scottish Aviation 11-12-42 VASM 19-4-43 fuel syst mods wing stiff 416S 24-6-43 CB ops 21-9-43 132S 12-2-44 504S 15-3-44 310S 15-7-44 struck EP485 while landing Hawarden CB 8-9-44 AST 290S 1-2-45 Reid Sigrist refurb to Portugal
AB204,Vc,2408,EA,M45,FF 18-12-41 8MU 24-12-41 130S 13-3-42 CA ops 19-8-42 PPSM 19-10-42 M46 install fuel syst mods 308S FACB 22-10-43 442S 7-3-44 26S 25-3-44 Scottish Aviation 3-6-44 CGS 3-10-44 SOC 27-12-45
AB205,Vb,2400,EA,M45,"FF 13-12-41 CRD VA 13-12-41 778S 24-1-42 AST Cv Seafire Ib reserialled ? ""A"" Flt RAE 14-1-43 Catapult trials. Replacement for AB986 3-43 land flaps at different settings for takeoff 4-43 clear vision cockpit trials Worthy Down 778S Crail pneumatic failure overshot landing Cat Y1 20-12-43 (Lt JW Hancock) RAE 1-44 positional error 6-44 braking tail parachute"
AB206,Vb,2409,EA,M45,FF 18-12-41 8MU 2-1-42 121S 8-1-42 Missing on sweep 8-3-42 presumed shot down by flak nr Cassel 8-3-42 SOC 28-3-42
AB207,Vb,2410,EA,M45,FF 18-12-41 33MU 2-1-42 Crosby Co 8-1-42 SS441 20-3-42 Missing from escorting Baltimores to Burg-el-Arab 21-10-42
AB208,Vc,2415,EA,M45,FF 20-12-41 33MU 2-1-42 M61 install Westland 5-5-42 M46 install PPSM 14-6-42 fuel syst elev and rud mods S type pt MkIII IFF FACA 21-7-42 VASM 19-2-44 M45M install Basta mods bomb carrier 6MU 20-4-44 130S 22-5-44 air collision with W3128 into sea nr IoW 16-6-44 F/Sgt G M Ferguson killed
AB209,Vb,2417,EA,M45,FF 20-12-41 9MU 6-1-42 611S 31-1-42 LMS 22-2-42 131S 26-4-42 AST 22-8-42 FACA 30-8-42 132S 22-12-42 411S 15-5-43 ros 27-7-43 126AF 10-8-43 341S 17-10-43 602S 25-1-44 FAAC 5-2-44 ros AST 7-5-44 CGS 2-10-44 MSFU 25-10-45 SOC 28-10-45
AB210,Vc,2416,EA,M45,LRVc FF 20-12-41 9MU 24-12-41 Westland 5-5-42 M46 install VASM 15-6-42 fuel syst mods 29-1-43 M45M install plus mods 315S 1-7-43 611S 6-7-43 AST 2-5-44 CGS 9-10-44 Hit by W3127 on peritrack Catfoss FACB 16-4-45 recat E SOC 23-4-45
AB211,VI,2515,Super,M47,FF 24-1-42 9MU 5-2-42 124S 5-2-42 616S 4-3-43 124S 15-3-43 struck building low level practise Chigwell Essex CE 26-5-43
AB212,Vc,2421,EA,M45,FF 22-12-41 9MU 24-12-41 Westland 5-5-42 M46 install 66S 4-6-42 310S 26-7-42 306S 7-10-42 FAAC 19-1-44 53OTU 2-9-44 616S 16-3-45 Portsmouth Aviation 4-9-45 SOC 10-9-45
AB213,Vb,2422,EA,M45M,FF 22-12-41 CRD VA 22-12-41 9MU 24-12-41 AAEE 23-4-42 trials of split flaps as brake flaps. Valve in cockpit ensured flaps lowered together. Operational up to 280mph CRD Worthy Down 9-7-42 VASM 23-11-42 fuel syst mods wing stiff 129S 15-5-43 453S 17-7-43 struck BL968 landing Bradwell Bay CAC ros Cunliffe-Owen 8-12-43 hook fitt RNDA 14-3-44 Henstridge 28-3-44 759S Yeovilton 9-44
AB214,Vc,2435,EA,M45,FF 27-12-41 9MU 30-12-41 Westland 3-6-42 M46 install VASM 30-7-42 fuel syst and rud mods MkIII IFF FLS Millfield 11-2-44 57OTU 14-9-44 FAAC SOC 25-10-45 M61 was install during service career
